,station_url,latitude,longitude
201,https://api.weather.gov/stations/COOPHAFU1,38.25495,-110.17991
202,https://api.weather.gov/stations/COOPHCHU1,37.6521,-112.4361
203,https://api.weather.gov/stations/COOPHOLU1,40.6189,-111.7836
204,https://api.weather.gov/stations/COOPJENU1,40.36435,-109.34574
205,https://api.weather.gov/stations/COOPKANU1,37.02872,-112.53606
206,https://api.weather.gov/stations/COOPKODU1,37.5141,-111.9883
207,https://api.weather.gov/stations/COOPKVNU1,41.735,-111.8564
208,https://api.weather.gov/stations/COOPLASU1,38.3013,-109.2664
209,https://api.weather.gov/stations/COOPLAVU1,37.2009,-113.2685
210,https://api.weather.gov/stations/COOPLEHU1,40.3603,-111.8972
211,https://api.weather.gov/stations/COOPLESU1,41.6661,-111.8913
212,https://api.weather.gov/stations/COOPLEVU1,39.5608,-111.8652
213,https://api.weather.gov/stations/COOPLKTU1,41.82517,-111.32064
214,https://api.weather.gov/stations/COOPLOAU1,38.4058,-111.6433
215,https://api.weather.gov/stations/COOPLOGU1,41.7456,-111.8033
216,https://api.weather.gov/stations/COOPLSDU1,39.7268,-112.3069
217,https://api.weather.gov/stations/COOPMANU1,40.99,-109.7258
218,https://api.weather.gov/stations/COOPMNLU1,40.9316,-109.4116
219,https://api.weather.gov/stations/COOPMTIU1,39.25826,-111.6307
220,https://api.weather.gov/stations/COOPMXHU1,37.2681,-109.9272
221,https://api.weather.gov/stations/COOPMYTU1,40.19404,-110.06087
222,https://api.weather.gov/stations/COOPNBMU1,37.6094,-109.9772
223,https://api.weather.gov/stations/COOPNELU1,40.42,-110.05
224,https://api.weather.gov/stations/COOPNEPU1,39.71203,-111.83198
225,https://api.weather.gov/stations/COOPNHRU1,37.4637,-113.2896
226,https://api.weather.gov/stations/COOPOAKU1,39.38333,-112.3
227,https://api.weather.gov/stations/COOPOGNU1,41.25767,-111.83772
228,https://api.weather.gov/stations/COOPPAGU1,37.81555,-112.43882
229,https://api.weather.gov/stations/COOPPCFU1,40.6557,-111.5054
230,https://api.weather.gov/stations/COOPPCWU1,40.70384,-111.53674
231,https://api.weather.gov/stations/COOPPKCU1,40.6008,-111.5842
232,https://api.weather.gov/stations/COOPPLGU1,40.36787,-111.73344
233,https://api.weather.gov/stations/COOPPLMU1,41.87402,-112.1487
234,https://api.weather.gov/stations/COOPPLTU1,40.4044,-111.5289
235,https://api.weather.gov/stations/COOPPROU1,40.2458,-111.6508
236,https://api.weather.gov/stations/COOPPRSU1,37.10457,-111.90013
237,https://api.weather.gov/stations/COOPPRWU1,37.88898,-112.77966
238,https://api.weather.gov/stations/COOPRANU1,41.66077,-111.1869
239,https://api.weather.gov/stations/COOPRICU1,41.9063,-111.81
240,https://api.weather.gov/stations/COOPRSTU1,41.8187,-113.4134
241,https://api.weather.gov/stations/COOPSALU1,40.74853,-111.72323
242,https://api.weather.gov/stations/COOPSCPU1,39.2454,-112.1066
243,https://api.weather.gov/stations/COOPSGUU1,37.119,-113.6068
244,https://api.weather.gov/stations/COOPSLTU1,40.82,-111.84
245,https://api.weather.gov/stations/COOPSNTU1,39.9578,-111.7794
246,https://api.weather.gov/stations/COOPSPFU1,40.08003,-111.6046
247,https://api.weather.gov/stations/COOPSUFU1,38.91289,-111.41647
248,https://api.weather.gov/stations/COOPTEAU1,38.29132,-111.26221
249,https://api.weather.gov/stations/COOPTOEU1,40.5352,-112.3218
250,https://api.weather.gov/stations/COOPTRCU1,39.6309,-113.8858
251,https://api.weather.gov/stations/COOPTRTU1,41.91531,-111.9113
252,https://api.weather.gov/stations/COOPU24,39.33741,-112.58571
253,https://api.weather.gov/stations/COOPUTRU1,41.0498,-112.9367
254,https://api.weather.gov/stations/COOPVELU1,40.44002,-109.53547
255,https://api.weather.gov/stations/COOPVERU1,40.09595,-112.4357
256,https://api.weather.gov/stations/COOPWANU1,40.7908,-111.4077
257,https://api.weather.gov/stations/COOPWEBU1,41.1091,-111.9125
258,https://api.weather.gov/stations/COOPWELU1,39.53168,-110.73473
259,https://api.weather.gov/stations/COOPWODU1,41.525,-111.1494
260,https://api.weather.gov/stations/COOPZNPU1,37.2091,-112.9814
261,https://api.weather.gov/stations/CRDU1,41.18056,-111.40056
262,https://api.weather.gov/stations/CRDUT,41.73126,-111.6834
263,https://api.weather.gov/stations/CRKU1,39.89275,-111.25154
264,https://api.weather.gov/stations/CRN,38.2898,-111.2619
265,https://api.weather.gov/stations/CSC,40.312604,-111.588704
266,https://api.weather.gov/stations/CSPU1,37.97262,-111.83361
267,https://api.weather.gov/stations/CSTUT,40.72198,-110.88932
268,https://api.weather.gov/stations/CTMU1,37.98388,-112.63931
269,https://api.weather.gov/stations/CUCU1,40.35747,-111.08993
270,https://api.weather.gov/stations/CVYU1,37.66098,-112.74093
271,https://api.weather.gov/stations/CWHU1,40.77458,-110.0105
272,https://api.weather.gov/stations/D0231,40.66561,-111.81141
273,https://api.weather.gov/stations/D2649,41.09695,-112.05316
274,https://api.weather.gov/stations/D3267,41.246,-111.93728
275,https://api.weather.gov/stations/D4219,37.5717,-113.71144
276,https://api.weather.gov/stations/D4988,40.64671,-111.97943
277,https://api.weather.gov/stations/D5026,40.65917,-111.83804
278,https://api.weather.gov/stations/D5508,40.646,-111.98467
279,https://api.weather.gov/stations/D6120,40.552,-111.80333
280,https://api.weather.gov/stations/D6376,40.45267,-111.79433
281,https://api.weather.gov/stations/D6494,40.43067,-111.8435
282,https://api.weather.gov/stations/D9435,40.48217,-111.87933
283,https://api.weather.gov/stations/DBPU1,41.41289,-111.5377
284,https://api.weather.gov/stations/DCC,40.40147,-111.520649
285,https://api.weather.gov/stations/DCPU1,39.04554,-111.46875
286,https://api.weather.gov/stations/DGYU1,40.16591,-113.02007
287,https://api.weather.gov/stations/DIAU1,40.61722,-109.24278
288,https://api.weather.gov/stations/DLTU1,39.3872,-112.50945
289,https://api.weather.gov/stations/DMOU1,40.07639,-111.3825
290,https://api.weather.gov/stations/DOLU1,38.79722,-109.19444
291,https://api.weather.gov/stations/DPG01,40.1838,-112.92166
292,https://api.weather.gov/stations/DPG02,40.04613,-113.2081
293,https://api.weather.gov/stations/DPG03,40.20802,-113.33857
294,https://api.weather.gov/stations/DPG04,40.04602,-113.0455
295,https://api.weather.gov/stations/DPG05,40.15694,-112.89368
296,https://api.weather.gov/stations/DPG06,40.11945,-112.95425
297,https://api.weather.gov/stations/DPG07,40.2269,-112.72527
298,https://api.weather.gov/stations/DPG08,40.19662,-113.16707
299,https://api.weather.gov/stations/DPG09,40.24254,-113.09303
300,https://api.weather.gov/stations/DPG10,40.18169,-113.02175
301,https://api.weather.gov/stations/DPG11,40.10345,-112.98039
302,https://api.weather.gov/stations/DPG12,40.09075,-113.10964
303,https://api.weather.gov/stations/DPG13,40.1067,-112.80815
304,https://api.weather.gov/stations/DPG14,40.35306,-113.07644
305,https://api.weather.gov/stations/DPG15,40.34109,-113.23533
306,https://api.weather.gov/stations/DPG16,40.36726,-113.00444
307,https://api.weather.gov/stations/DPG17,40.72728,-113.4691
308,https://api.weather.gov/stations/DPG18,40.11649,-113.53336
309,https://api.weather.gov/stations/DPG19,39.90445,-113.34412
310,https://api.weather.gov/stations/DPG20,39.94554,-113.70153
311,https://api.weather.gov/stations/DPG21,39.91933,-112.93905
312,https://api.weather.gov/stations/DPG22,40.20812,-112.95962
313,https://api.weather.gov/stations/DPG23,40.27838,-112.98108
314,https://api.weather.gov/stations/DPG24,40.45272,-113.47237
315,https://api.weather.gov/stations/DPG26,40.28214,-113.70023
316,https://api.weather.gov/stations/DPG28,40.1475,-113.1559
317,https://api.weather.gov/stations/DPG29,40.1012,-113.2208
318,https://api.weather.gov/stations/DPG30,40.229,-113.2174
319,https://api.weather.gov/stations/DPG31,40.1081,-113.3073
320,https://api.weather.gov/stations/DPG32,40.21418,-112.7764
321,https://api.weather.gov/stations/DRFU1,40.5655,-112.17344
322,https://api.weather.gov/stations/DRRD,40.5839,-110.6169
323,https://api.weather.gov/stations/DRSU1,38.2084,-111.47412
324,https://api.weather.gov/stations/DSRUT,40.46689,-111.10347
325,https://api.weather.gov/stations/DSTU1,40.2953,-111.25677
326,https://api.weather.gov/stations/DURU1,40.21028,-109.78139
327,https://api.weather.gov/stations/DVB,40.6236,-111.4809
328,https://api.weather.gov/stations/DVE,40.634029,-111.479465
329,https://api.weather.gov/stations/DVG,40.63599,-111.45193
330,https://api.weather.gov/stations/DVO,40.609141,-111.497424
331,https://api.weather.gov/stations/DVP,40.59296,-111.4927
332,https://api.weather.gov/stations/E1185,41.02421,-111.92579
333,https://api.weather.gov/stations/E2066,41.679,-111.873
334,https://api.weather.gov/stations/E2067,41.679,-111.873
335,https://api.weather.gov/stations/E2533,40.89967,-111.85167
336,https://api.weather.gov/stations/E3712,40.45548,-109.60891
337,https://api.weather.gov/stations/E3770,40.572,-111.962
338,https://api.weather.gov/stations/E3808,40.46158,-111.22775
339,https://api.weather.gov/stations/E4606,38.28083,-112.64833
340,https://api.weather.gov/stations/E4897,41.03283,-111.69583
341,https://api.weather.gov/stations/E4925,40.2755,-111.69283
342,https://api.weather.gov/stations/E4956,40.78615,-111.73864
343,https://api.weather.gov/stations/E4987,40.88583,-111.38717
344,https://api.weather.gov/stations/E6393,40.72583,-111.817
345,https://api.weather.gov/stations/E7114,40.37457,-112.4288
346,https://api.weather.gov/stations/E7309,40.17617,-110.64533
347,https://api.weather.gov/stations/E7354,40.63267,-111.81617
348,https://api.weather.gov/stations/E7419,40.57623,-111.98338
349,https://api.weather.gov/stations/E7701,40.542,-111.87533
350,https://api.weather.gov/stations/E7947,38.6405,-112.16567
351,https://api.weather.gov/stations/E7948,38.97267,-110.14683
352,https://api.weather.gov/stations/E8702,41.32467,-111.83933
353,https://api.weather.gov/stations/E9049,37.11117,-113.55033
354,https://api.weather.gov/stations/E9050,40.922,-110.787
355,https://api.weather.gov/stations/E9449,40.673,-111.799
356,https://api.weather.gov/stations/E9528,40.36867,-111.92983
357,https://api.weather.gov/stations/E9651,40.55533,-111.85883
358,https://api.weather.gov/stations/ECWU1,40.96778,-111.43694
359,https://api.weather.gov/stations/EDGUT,38.19334,-109.7468
360,https://api.weather.gov/stations/EFBU1,40.88472,-110.54056
361,https://api.weather.gov/stations/EFFU1,37.33944,-112.60361
362,https://api.weather.gov/stations/EFKU1,40.9,-110.87722
363,https://api.weather.gov/stations/ELBUT,40.57579,-111.68773
364,https://api.weather.gov/stations/ELDU1,37.77853,-109.17193
365,https://api.weather.gov/stations/EMPUT,40.6119,-111.5272
366,https://api.weather.gov/stations/ENPU1,37.63343,-113.64324
367,https://api.weather.gov/stations/ENTU1,37.55879,-113.71745
368,https://api.weather.gov/stations/ENUSU,41.74239,-111.81181
369,https://api.weather.gov/stations/EPMU1,39.36798,-111.57803
370,https://api.weather.gov/stations/ESCU1,37.77806,-111.57389
371,https://api.weather.gov/stations/EWCU1,39.31213,-109.53179
372,https://api.weather.gov/stations/F0287,40.64067,-111.84867
373,https://api.weather.gov/stations/F0319,40.75333,-111.69983
374,https://api.weather.gov/stations/F0517,40.9465,-111.885
375,https://api.weather.gov/stations/F1136,41.1149,-111.91152
376,https://api.weather.gov/stations/F1606,41.295,-112.093
377,https://api.weather.gov/stations/F1767,41.52083,-112.00283
378,https://api.weather.gov/stations/F1790,40.51217,-111.96117
379,https://api.weather.gov/stations/F1924,40.62917,-112.04067
380,https://api.weather.gov/stations/F2423,38.437,-109.3555
381,https://api.weather.gov/stations/F2580,41.638,-111.866
382,https://api.weather.gov/stations/F2865,40.74217,-111.56883
383,https://api.weather.gov/stations/F3671,40.49933,-111.84367
384,https://api.weather.gov/stations/F3937,40.77133,-111.85133
385,https://api.weather.gov/stations/F5146,41.1455,-111.79033
386,https://api.weather.gov/stations/F5717,40.81241,-111.72379
387,https://api.weather.gov/stations/F5778,40.58417,-111.99367
388,https://api.weather.gov/stations/F5881,40.72117,-111.29133
389,https://api.weather.gov/stations/F5941,40.57033,-111.9645
390,https://api.weather.gov/stations/F5963,41.08067,-112.05167
391,https://api.weather.gov/stations/F6234,37.132,-112.39317
392,https://api.weather.gov/stations/F6938,40.4495,-111.76017
393,https://api.weather.gov/stations/F7048,40.789,-111.874
394,https://api.weather.gov/stations/F7258,37.12917,-113.62983
395,https://api.weather.gov/stations/F8056,37.83167,-113.70367
396,https://api.weather.gov/stations/F8325,41.93675,-111.38895
397,https://api.weather.gov/stations/F8379,40.74306,-111.48476
