station_url,latitude,longitude
https://api.weather.gov/stations/FG018,41.69205,-112.30286
https://api.weather.gov/stations/UCC32,41.89538,-112.04831
https://api.weather.gov/stations/F7258,37.12917,-113.62983
https://api.weather.gov/stations/UTACR,37.4116,-113.2348
https://api.weather.gov/stations/UTPTR,38.33885,-112.21789
https://api.weather.gov/stations/QM7,38.56481,-109.53644
https://api.weather.gov/stations/PC332,38.63275,-112.61628
https://api.weather.gov/stations/QP2,39.5958,-110.77
https://api.weather.gov/stations/FG011,39.87351,-112.129
https://api.weather.gov/stations/UR615,40.0385,-111.5362
https://api.weather.gov/stations/DPG04,40.04602,-113.0455
https://api.weather.gov/stations/DPG02,40.04613,-113.2081
https://api.weather.gov/stations/DPG13,40.1067,-112.80815
https://api.weather.gov/stations/E3808,40.46158,-111.22775
https://api.weather.gov/stations/GVLU1,40.6364,-112.67739
https://api.weather.gov/stations/CHCU1,40.85464,-111.04765
https://api.weather.gov/stations/BERU1,40.96528,-110.85278
https://api.weather.gov/stations/KLBU1,37.52641,-113.05386
https://api.weather.gov/stations/MDVU1,37.56933,-112.83849
https://api.weather.gov/stations/PC563,37.79983,-113.15754
https://api.weather.gov/stations/LSMU1,38.48226,-109.27198
https://api.weather.gov/stations/PC266,40.54216,-109.69963
https://api.weather.gov/stations/LLKU1,40.86493,-110.79813
https://api.weather.gov/stations/C8632,41.78748,-112.16482
https://api.weather.gov/stations/C8633,41.94033,-111.81345
https://api.weather.gov/stations/PC092,37.53106,-113.22402
https://api.weather.gov/stations/BRHU1,37.67994,-112.85674
https://api.weather.gov/stations/UP234,39.95359,-112.2414
https://api.weather.gov/stations/DPG08,40.19662,-113.16707
https://api.weather.gov/stations/DPG22,40.20812,-112.95962
https://api.weather.gov/stations/PC104,40.56358,-112.47788
https://api.weather.gov/stations/PC366,40.86538,-111.25242
https://api.weather.gov/stations/ECWU1,40.96778,-111.43694
https://api.weather.gov/stations/UCC41,40.31311,-112.03116
https://api.weather.gov/stations/PC353,40.41344,-109.59288
https://api.weather.gov/stations/BSFU1,40.42806,-112.3125
https://api.weather.gov/stations/PC356,40.56949,-111.23664
https://api.weather.gov/stations/PC359,40.93416,-111.62848
https://api.weather.gov/stations/UCC12,41.51914,-112.17401
https://api.weather.gov/stations/PC494,41.52156,-111.77946
https://api.weather.gov/stations/TPKU1,41.79332,-111.5459
https://api.weather.gov/stations/F5881,40.72117,-111.29133
https://api.weather.gov/stations/PC057,40.84912,-111.39899
https://api.weather.gov/stations/E4897,41.03283,-111.69583
https://api.weather.gov/stations/F8325,41.93675,-111.38895
https://api.weather.gov/stations/MCSU1,38.48556,-109.41028
https://api.weather.gov/stations/QSF,40.1363,-111.6602
https://api.weather.gov/stations/UTDEV,41.0568,-111.5322
https://api.weather.gov/stations/KDNU1,41.96763,-111.59754
https://api.weather.gov/stations/COAU1,37.67222,-113.03389
https://api.weather.gov/stations/UTTLE,40.56585,-112.2962
https://api.weather.gov/stations/PC490,40.70203,-112.25411
https://api.weather.gov/stations/PC299,41.31478,-111.62937
https://api.weather.gov/stations/KHCR,40.47742,-111.43295
https://api.weather.gov/stations/UTWLD,41.44021,-112.05637
https://api.weather.gov/stations/PC070,37.65189,-113.16915
https://api.weather.gov/stations/UTRKY,39.9371,-111.8112
https://api.weather.gov/stations/UTPW3,41.39134,-111.79291
https://api.weather.gov/stations/UUPYA,41.03028,-112.1175
https://api.weather.gov/stations/C9350,41.57415,-112.0325
https://api.weather.gov/stations/F1606,41.295,-112.093
https://api.weather.gov/stations/FG027,40.04283,-111.86326
https://api.weather.gov/stations/KCC18,40.506661,-112.159039
https://api.weather.gov/stations/F0517,40.9465,-111.885
https://api.weather.gov/stations/CRDUT,41.73126,-111.6834
https://api.weather.gov/stations/E4925,40.2755,-111.69283
https://api.weather.gov/stations/FG006,40.02571,-111.70775
https://api.weather.gov/stations/C9635,40.35533,-111.5485
https://api.weather.gov/stations/AR551,41.71431,-111.97509
https://api.weather.gov/stations/AV383,41.32233,-111.9505
https://api.weather.gov/stations/C8946,41.14783,-112.11533
https://api.weather.gov/stations/QIP,40.8079,-112.08772
https://api.weather.gov/stations/F2580,41.638,-111.866
https://api.weather.gov/stations/KLGU,41.78652,-111.85187
https://api.weather.gov/stations/PC409,40.82792,-111.65374
https://api.weather.gov/stations/F8688,40.39967,-111.88617
https://api.weather.gov/stations/TCRUT,40.43599,-111.70506
https://api.weather.gov/stations/GATU1,41.13694,-111.83167
https://api.weather.gov/stations/UTHUN,41.24793,-111.77576
https://api.weather.gov/stations/UT248,40.63387,-111.38467
https://api.weather.gov/stations/PC059,40.76275,-111.49195
https://api.weather.gov/stations/PC612,40.63905,-112.07905
https://api.weather.gov/stations/UTJUN,40.48607,-111.99415
https://api.weather.gov/stations/AU316,41.081,-111.9682
https://api.weather.gov/stations/ELBUT,40.57579,-111.68773
https://api.weather.gov/stations/UCC51,40.80105,-111.93698
https://api.weather.gov/stations/E9651,40.55533,-111.85883
https://api.weather.gov/stations/EMPUT,40.6119,-111.5272
https://api.weather.gov/stations/SLR08,40.66667,-111.82778
